id,classe,tweet
611,no,na moral e ser muito louco dizer que CR e melhor que Messi por favor velho
612,no,Mano na boa Messi ja foi eleito o melhor fora de outro time Se for seguindo esse teu criterio Pele George Best Maldini Iniesta  Garrincha e muitos outros sao uns BOSTAS pois esses citados nunca foram os mesmo em outros times e algunsMaldini e Iniesta nunca chegaram a jogar por outros clubes  Pele jogou por  anos no Santos e ninguem disse nada 
613,no,Mano na boaAngelim  volte pro video game rapaz O cara fala Messi ja foi eleito o melhor fora de outro time  E por acaso o Pele foi considerado melhor em outro  Ele no Cosmos ja estava no final de carreira Nao existe isso de tem que provar em outro clube Se for seguindo essa tua logica Iniesta e uma bosta segundo voce
614,no,Isaque nao se faca de tonto Chore menos sua Lionete
615,no,Mano na boa como eu sabia A Ronaldete nao tem argumentos
616,no,Mano na boa na boa mesmoManona boana boa manoManooooooooo 
617,no,CR ja ganhou a Copa America Nao Julio Baptista SIM  kkkkk  to aqui so pra zuar mesmo kkkk
618,no,So uma pergunta O que seria do Real Madri e Barcelona sem os estrangeiros 
619,no,Seriam grandes clubes afinal sempre tiveram jogadores nacionais que fizeram historia
620,no,So te corrigindo O que seria a Europa sem estrangeiros
621,no,Os  do Rio os  de Sao Paulo  do Rio Grande do Sul e  de Minas Gerais   grandes 
622,no,pele nunca vai ser melhor q esse cara
623,no,kkkkkkkkkkkk tulio nao ele conta ate de golzinho no asfalto
624,no,Falta muito pra chegar ao maior artilheiro de todos a grande genio da area Romario
625,no,No videogame igual aos fas alienados dele kkkkkkkkkkkkkk
626,no,o cara foi foda
627,no,enquanto isso o Palmeiras continua sem mundial
628,no,Em discurso Cristiano declarou Para de me secar NETO
629,no,So o oculos dele deve da pra comprar um apartamento 
630,no,Enquanto isso seu time contrata marcelo cirino por  anos e damiao por  ano e meio
631,no, gols em  jogos oficiais media de  Melhor do mundo
632,no,Deve ganhar o premio FIFA foi o melhor da temporada
633,no,Ficam um monte de mocinhas brigando por Messi e CR Virem homens
634,no,vai ter que pedir dicas pro Ze para pder jogar ate os 
635,no,ROMARIOgtRONALDOgtZIDANEgtMESSIgtRONALDINHOgtCR
636,no,Vao ter que renovar o contrato do Sergio Ramos ate  tbm
637,no,Nem Messi nem Cristiano vao dormir hoje preocupados com o que vcs acham deles Tontos
638,no,Ja nao ta jogando mais nada hj em diaimagina em 
639,no,Se nao ta jogando nada hoje imagina em   Vai ta no nivel do Alecgol  
640,no,QUE LINDINHO ESSE MOCO COM ESSE OCULOS
641,no,Sera que teremos tambem mais cinco anos de propaganda com o Clear men kkkkk
642,no,sai armario na mesma velocidade em que baixa a qualidade de seu futebol
643,no,Contrato de  anos Esses clubes sao loucos  anos no maximo
644,no,Real Madrid ta doido mesmo o cara nem empurrar a bola de baixo da trave consegue mais
645,no, temporadas pelo RALA e  titulos kkkkkkkkkk Messi em  anos de Barca tem  titulos
646,no, titulos sendo que uns  Trofeus Joan Gamper que e um amistoso Bela galeria
647,no,Mano na boa Ivo Holanda sao  titulos sem o Joan Gamper
648,no,Mano na boa Valdeny as coisas nao funcionam que nem no seu mundinho nao
649,no,Nao teve nenhum penaltizinho pro inutil Penaldo bater  Ahhh poxa juizao
650,no,Mano na boa quase que ele faz um hattrick Solange So faltou  penaltis
651,no,Atras so do Robinho e do Fred campeoes da Copa do Brasil 
652,no,Bom jogador Daria um bom reserva para o Fernandinho no Fla
653,yes,O cara joga muito mas transa com o bum bum 
654,no,Entao vamos somar as assistencias para ver quem ganhaOs dois sao otimos mas Messi e melhor
655,no,daqui a pouco vem um falar de titulo na selecao
656,no,no momento nao esta nem entre os  melhores  mas joga facil
657,no,Piada super engracada Ja pensou em fazer um teste pro Zorra Total 
658,no,Concordo  por cento
659,yes,Que comentario de bosta foi esse deve acompanhar muito o futebol europeu pra fazer um comentario desse
660,no,Bom jogador mais nunca jogara oq o Marcelinho Carioca jogou no todo poderoso timao chorem antis
661,yes,Vc come bosta pra falar uma asneira dessa
662,yes,Bianca Essas Ronaldetes me dao nojo raca nojenta
663,yes,Lugar de mulher e na pia fogao e cama
664,yes,Ezequiel Lugar de mulher e aonde ela bem entender se doeu toda pq falou VERDADES sobre o seu idoIozinho  MACHlSTA GAY chora nao
665,yes,Vai lavar louca dona
666,no,E o CR ganhou tudo o que o Messi nao ganhou Choremmmmmmmmmmmmmmmmmmmmmmmmmmmm
667,no,Voce nem sabe o que fala mano voce nem sabe chutar uma bola ENTENDE NADA DE FUTEBOL CRFOREVER
668,no,Geraldo Gallo vamos protestar Amigo Vamos invadir aquele CT e quebrar tudo
669,yes,MARIAS NO CIO SOU LOUCO POR MARIAS
670,no,Marias tremem pro Galo e borram pros argentinos FATO
671,yes,MARIA VISTA AQUELE BIQUINI QUE HOJE VOU LHE USAR PRINCESA
672,no,PARE COM ESSE VEXAME GENTE DEIXA ESTE CARA DE LADO
673,yes,Ui Nooooooofa que lindo fofa Nosso galao e mara ne amiga  rajkazblanks 
674,no,Saudade do Otamendi Ele e Gabriel seriam uma dupla de zaga sensacional
675,no,dor de cotovelo das marias azuis borradeirasadoram a pagina do galo
676,no,Em pontos corridos nao tem apagao de refletor pra esfriar o adversario rajkazblanks 
677,no,Em pontos corridos nao tem jogador adversario escorregando com o gol escancarado rajkazblanks 
678,no,Em pontos corridos gritinhos de eu acredito nao colam rajkazblanks 
679,no,Em pontos corridos nao tem disputa de penalty rajkazblanks 
680,no,Em pontos corridos nao tem Riascos pra errar penalty aos  do segundo tempo rajkazblanks 
681,no,com Anelkocando ate hj Maria Ele nao e argentino nao viu Todos sabem q as Marias se borram pros argentinos
682,no,E uma pena que Riascos nao e Argentinota marcado na historia por dois momentos marcanteskkkkk
683,yes,Maria detected Vai BeijarumsacoW
684,no,MARIAS NOS CIO  MINHAS PRESAS PREDILETAS VOU ME ESBANJAR EM DEVORALAS
685,no,Forca na peruca Galo RACA ROBINHO RACA PRATTO RACA CAZARES Vamos jogar com amor a camisa 
686,no,Concordo em partes Tem que ter sombra pro Vizeu se nao se acomoda igual ao Jorge
687,no,NAO ACHO NADA DEMAIS NESSE CUEVA SO FAZ GOL DE PENALTY
688,no,Junta todos os pontas do Fla que nao da um Cueva
689,no,o Flamengo sem motivacao nenhuma mete  x no santos
690,no,QUEREMOS UM TIME PRA GANHAR O TITULO E NAO PRA FICAR NO MEIO DA  TABELA NOVAMENTE 
691,no,Ue e o cheirinho que voces estavam sentindo era de que
692,no,Vizeu e convocado frenquentemente para a selecao sub quem ia ser o centroavante CIRINO
693,no,Devia e ficar o Damiao e sair o inutil do guerrero chorao
694,no,esse ze e  muito burro cara empresario corre solto e muita grana envolvida
695,no,O   PARA  TB   SE ACOMODOU UM POUCO  PODERIA REVESAR ELE E O RODNEY 
696,no,perfeito os garotos da base sao melhores que esses jogadores citados
697,no,e rogerio todos tem mais essa anta nao coloca pra jogar
698,yes,Vai tomar seu remedio velho gaga KKKK SV
699,no,o tecnico e bom o time que e ruim 
700,no,Complicado e colocar o Cirino e Gabriel atacante que nao sabe chutar nao faz gol
701,no,CariacicaES ainda seria melhor Bota o jogo contra o santos e o coxa la
702,no,correto  Adriano Adryan e melhor q Cirino Gabriel Fernandinho etc
703,no,O SANTOS TODO LANCA DOIS  GAROTOS PORQUE O FLAMENGO NAO FAZ O MESMO
704,no,Porque e menguinho so vcs que pensam e falam que e grande
705,no,ze vai cuidar do titulo   jogos  mexendo mal 
706,no,O cara que coloca  chiquinho  para  cirino e gabriel para jogar nao pode ser normal
707,no,pois e os  nao foram peidods por ele para  montar o elenco entao nao vamos da porrda no cara
708,no,ELENCO GRANDE E DE POUQUISSIMA QUALIDADE 
709,no,Abel Braga ano que vem Pra disputar a libertadores e manda Gabriel e cia embora 
710,no,Voce nao pode estar falando serio
711,no,THIAGO SANTOS EH MELHOR Q GABRIEL FERNANDINHO E CIRINO JUNTOS PQ O GARORO N JOGA
712,no,Coloca os moleques no carioca pra pegar experiencia
713,no,Se for o Ze Ricardo o Tecnico da Libertadores e entregar mais uma vez ao titulo ao palmeiras
714,no,Demorou so digo isso 
715,no,ze ricardo e doido o time empata perde ele continua com esse gabriel  so pode ser um caso de amor
716,no,Base  Com Ze nao tem vez So jogo la medalhao e jogador de empresario Politica dinheiro no bolso 
717,no,NAO E POSSIVEL QUE ESSE CARA VA CONTINUAR NO COMANDO  DO TIME EM   
718,no,SE ZE CONTINUAR NAO VAMOS GANHAR NADAEM HORAS DECISIVAS SEMPRE ERRA
719,no,Ze ricardo nao sabe avaliar nem os jogadores profissionais q estao com ele que dira a base
720,no,Verdade nao sabe mesmo  Escala mal e substitui pior ainda E o culpado pela perda do titulo
721,no,O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  
722,no,Prefere usar o Damiao do que o Vizeu Sem comentarios
723,yes,Triste ve Vizeu no banco enquanto esse bosta do Lerdeiro titular Os numeros nao mentem sem ele o Flamengo e Mengao com ele menguinho
724,no,Um volante da base PELO AMOR DE DEUS para o lugar de Marcio AraujoPELA AMOR
725,no,UM DOS MELHORES  SE NW O MELHOR E RONALDO   DE VOLANTE OU LATERAL  JOGA  MUITO
726,no,ze ricardo     ta de brincadeira   culpa desse mane  todo jogo um time diferente  fanfarrao
727,no,gigante que nao ganha um nacional a  anosta de sacanagem ne
728,no,De tanto falarem em cheirinho perderam o olfato Rsrs
729,yes,Ze Ricardo vc e burro
730,no, O Flamengo vai assumir a ponta a Demora e voltar a jogar no Maracana
731,yes,Assinado Molambo iludido KKKK Sv
732,no,Cai na Real vascainos segundo da segunda  Kkkkkkkkk
733,no,Mas o JUIZ e os DOIS BANDEIRINHAS que GARANTIRAM mais um ROUBO estao acertados pra 
734,no,ADRIANO   IMPERADOR    E   WAGNER  LOVE  E  RONALDINHO   E  FABIO  LUCIANO
735,no,muitos jogadores sem condicionamento fisico pra disputar um brasileirao deu nisso
736,no,Nao contratava mais medalhao o flamengo so gasta e gasta tendo os garotos da base
737,no, O  que gasto no cuellar erradamente dava pra ter comprado o cueva
738,no,Santos Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk torcidinha cabe em uma Kombi kk
739,no,o cara se gaba de ser segundo eh pra quem nao e mais nada ser segundo e alguma coisa ja
740,yes,Se o juiz tivesse dado o penalti em cuiaba esse bosta nao estaria falando assim
741,no,So ganha se ROUBAR senao e CHEIRAO DE F E Z E S mesmo
742,yes,Da  xozota da mae 
743,no,Padaria do Flamengo esta vendendo muito o sonho ja acabou so resta pao 
744,yes,O flaM E R D A vai aproveita o JUIZ e os BANDEIRINHAS no profissional em 
745,no,STJDacorda essa pagina e rubro negraseu viceADO
746,no,Digam o que quiser mas da Copinha e da OPG so a arbitragem sao promessas para  KKKK SV
747,no,A GAROTADA RUBRO NEGRA MANDOU LEMBRANCA DE DENTRO DA SUA CASA KKKKKKKKKKK
748,no,O Vitor Nastari  voce esta e com a cabeca cheia kkkkkkkkk  imagine   kkkkkkkkkkkkkkkkkkkkkkkkkkkkk
749,yes,era o cheiro da bucelta da sua mae
750,no,Vamos iniciar  levando porrada Essa molecada nao tem nem corpo Vao pipocar
751,no,Concordo pois ele e bom para montar time
752,no,Verdade mas a maioria so olha pra tabela Entendem nada de futebol
753,yes,cala a boca truta xincheiro
754,yes,Tenho nojo do flamengo timinho de torcida terceirizada de nordestinos fedidos que pensa que e carioca da gema quando nao passa de um time que tem mais identificacao com o nordeste do que com o rio Quando se fala em flamengo se imagina um monte de paraibas fedidos e sem agua falando FRAMENGO e com camisa do camelo Respeito o Vasco e o Botafogo esses sim quando se fala em rio de janeiro se lembra deles Saudacoes corinthianas
755,no,desnecessario ofender o flamengo tudo bem agora envolver outras partes ai ja nao apoio 
756,no,Dinheiro a gente pega com quem tem Nao com quem ta quebrado
757,no,Lateral direito dois zagueiros e um atacante ja resolve grande parte dos problemas do Cruzeiro
758,no,So espero que ele recupere o bom futebol
759,no,a soberba ela nao acaba kkkkkkkkkkkkk
760,no,Relaxa Veremos daqui  rodadas Soberba
761,yes,HAHAHAHAAHAHAHAHAHAHAH GAZELA DETECTADA
762,yes,isso e uma bishona daqui a pouco ele fala que se o leicester ganhar a champions ele da ucu
763,yes,Esse negro e o seu pai Sua mae deu pra ele quando jovem
764,yes,Voce ta e na zona sua galinha
765,no,Com o Botafogo tudo e dificil Eu acredito na classificacao Avante Glorioso Botafogo
766,no,Esse ano pra vcs foram muitas frustracoes eliminados de tudo que participaram e mais a de ontem 
767,yes,ah vai se fu de voce
768,no,o fanatismo nao e uma doenca fisica e nem espiritual mas sim uma doenca da ignoranca e odio   
769,no,Voces precisam pesquisar melhor a historia do campeonato de  
770,no,Nao houve rebaixamento pois existiam duas ligas
771,no,Ele e ficha suja e esta inelegivel nao sabia
772,no,kkkkkkkkkkkkkkkkkkkkkkk faz me rir
773,no,Palmeiras nao tem mundial
774,no,Inveja matahhhhhhh
775,no,time de um gol so muiuta sorte
776,no,O importante e ganhar meu filho acorda pra vida
777,yes,Ei framengo vai ter que se contentar com o cheirinho de bosta do piscinao de ramos kkkkkkk  essa taca nao e pro seu nariz kkkkkk 
778,yes,AS RUBRONECAS PIIIIIIIIIIRA COM CHEIRINHO DE PUM DE PORCO
779,yes,MULAMBOS  SETEM O CHEIRINHO DE HEPICANUNCUKKKKKKKKKK
780,yes,sente o cheirinho do meu peido kkkkkkkkkkkkkkkkkkkkkkkk 
781,no,o brasil todo  menos a torcida do inter hoje e Corinthians obrigacao e ganhar  
782,no,Nao temos timeTemos um bando de jogadores meia bocatodos sem nenhuma qualificacaoBarcaJA
783,no,ATENCAO NOVA DIRETORIA QUEREMOS UM TIME COMPETITIVO EM   
784,no,Traz ele de volta e deixa ele escolher o tecnico 
785,no,Mas ele vai preso Aguarde
786,no,Dois mundias com uma libertadores 
787,no,Futebol argentino e uma piada  So pancadaria e confusao           
788,no,A bandidagem continua se escondendo
789,no,Ele esta feliz em voltar a Bahia menos o povo baiano
790,no,Sua hora vai chegar
791,yes,SENTE O CHEIRINHO PEIDO DE PORCO NAS SUAS CARAS KKKKK
792,yes,Flamerdas voces tem estadio  Entao nao tem PINICO proprio kkkkkkkkkkkkkkkkkkkk
793,no,E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO
794,no,quando Deus diz nao nao adianta lutar contra
795,no,Esse nao roubouao menos nesta gestao
796,yes,Voce e um doente
797,yes,Sua mae nao reclama Joaozinho
798,yes,Ragnar e nome de travesti da Escandinavia
799,yes,Acaba de comprovar a burrice que lhe imputava
800,no,Entrei so pra ler os comentarios dos peritos
801,no,Emocionada pela morte ou pela posse
802,no,Fizeram pericia nas pecas do carro
803,no, SERA POLICIA FEZ PERICIA NO CARRO  ESTRANHO NE 
804,no,Sera que foi sabotagem
805,no,Melhor investigar a oposicao
806,yes,MENOS UM MAS TEM QUE QUEIMAR LOGO O CORPO DELE ANTES DE CHEGAR NA PORTA DO NEM SEI E POLITICO MESMO  DO INFERNO
807,no,No Nordeste acontece de tudo 
808,no,Idiota
809,yes,Errou Sou gaucho e tenho marido
810,yes,o investigador investiga isso vcefdpta
811,yes,Esse ai senta na boneca
812,yes,esse da  Re do Quiibii kkkkk
813,no,Aposto que ainda vai ser o presidente da camara
814,no,E a roubalheira continua Esses sao profissionais
815,no,Banco cheio de problemas governador 
816,no,So pela metade Voce esta sendo bem otimista
817,yes,Paulo vai to mar no c uu
818,no,Alex exponha seus argumentos abc
819,yes,Porque vc acha que precisa receber para protestar  sua vida deve estar muito boa  porque para a maioria esta uma bosta  
820,no,e tome dinheiro pra industria da seca
821,no, Milhoes para Sergipe  e  Milhoes pra Alagoas   Governador de Sergipe e um Bndaum Mesmo 
822,no,Seca no Amapa so pode ser brincadeira
823,no,Esse e meu presidente
824,no,Esse dinheiro ira fazer brotar agua do solo 
825,no,Mais dinheiro desviado em   
826,no,Esses recursos vao sair de onde 
827,no,Ele vai ser o pior presidente da historia
828,no,ele nao e presidente  e golpista
829,no,AECIO E O UNICO CAPAZ DE TRANSFORMAR ESTE PAIS
830,no,Finalmente o Senador entendeu Parabens
831,no,Fiquei chocado com essa noticia
832,no,Voce e meia duzia pensam assim
833,yes,Faltou choque nesse velho hipocrita
834,yes,esses petralhas malditos
835,no,Passei por aqui so pra deixar meu FORA TEMER
836,yes,MICHELLE temmer SAFADAO TRAIRA
837,no,lazarentuuuuu
838,no,Sera muito bom para suas empresas para o povo nao
839,yes,Reforma estrutural no seu rbbono meu nao
840,no,Pode prender inocente  
841,no,Que tornozeleira eletronica
842,yes,hmmmmmmmmmmmisso e uma bichna
843,yes, Entao e da lojinha da anta
844,yes,e da lojinha da tua mae aquela prostituta
845,no,Ainda temos que aguentar uma ironia dessa
846,no,Os netos que devem ter vergonha dele
847,no,Cara    de    Pau         
848,no,Boca mole e bolso e contas bancarias abarrotadas de dolares Sahfado
849,yes,Boca de buxeta
850,yes,O certo seria bun da mole
851,yes,E O PIAUI QUERENDO ASSUSTAR O MUNDO COM ESTA FIGURA OU SO NASCE GENTE FEIA LA
852,yes,Aquela bocarra falando e cuspindo sem contar com um mau halito fetido Nojo
853,yes,Tambem com um nome feio desse Heraclito boca mole virou elogio pra esse ladrao kkkkkkkkkk
854,yes,Esse boca mole tem cara de saco murcho
855,yes,Vermelho nojento deveria levar um tiro na cara bandido 
856,yes,Vagabundo
857,yes,Sapo Demonio seria mais apropriado
858,yes,Relmente o Boca Mole e da mesma linhagem dos Neves
859,no,A corrupcao e o cupim que corroi a democracia e as instituicoes  
860,yes,ESSE  CANALHA  E  OUTROS  TINHA  QUE  SER  FUZILADO  EM  PRACA  PUBLICA     
861,yes,Boca de sapo
862,yes,Sera que o rato vai se ofender se eu fizer uma comparacao com este monte de bosta falante
863,yes,ta nadando em dinheiro entao chamar de boca mole e o que menos importa e um ratao do banhado
864,no,A corrupcao esta estampada na cara desse individuo
865,yes,Boca de cloaca
866,yes,Parece mesmo com um sapo boi
867,yes,desgracado bandido mais bandido ainda e quem vota numa desgraca dessa  eta povo burro 
868,yes,Raposao politico de profissao  ta no fim da carreira e o Piaui o adora  Eh boca mole eheheh
869,yes,Vai pagar muito boq na cadeia para outros presos com essa boca de buc inchada
870,no,E tanto deboche tanto escarnio perderam o senso de ridiculo de humilhacao
871,yes,VOCE E INGENUO OU UM PERFEITO IDIOTA 
872,yes,esse balofo vai morrer pela boca 
873,yes,Debil mental 
874,yes,Morra 
875,yes,MELHOR SERIA C U DEPOIS DE DIARREIA
876,yes,Eu ja havia arranjado um apelido para ele aqui em casa ocuquefala
877,no,Quando esse cara comeca a falar eu mudo de canal
878,no,que absurdo estou indignado com essa chacota 
879,yes,E tem mulher que se deita com issoate o Todo Feio tem uma filha lindaso nao sei se e dele
880,yes,So de olhar pra cara desse sujeito ja da vontade de vomitar
881,yes,Pior que acho que nao so a boca que e mole Mais feio que este so o Cervero
882,yes,Melhor que Todo Feio mas no presidio vao dar outro apelido pra ele Ruim de Bokket
883,yes,Nao deve ser somente a boca que e moleo falecido nem  sobe mais
884,yes,ALEM DE TUDO E DEBOCHADO ESSA COISA  BOCA DE GELEIA
885,no,Voce sabe quais os atos enriquecem o curriculo de um bandido Entao esta explicado
886,no,kkkkkk 
887,yes,Prefiro ver o Lula morto
888,no,Estourou o placar quanto e isso
889,yes,Cosmo Santiago Larga de ser mortadela e vai procurar emprego 
890,yes,Esses petebas sao piores que asnos puxadores de carroca
891,yes,E a mesma denuncia burrao
892,yes,O pior e que e a quinta ele nem pode contar nos dedos da mao que lhe falta kkkkkkkkkkkk
893,yes,Queremos ele morto
894,yes,ONU  KKKKKKKK ONU e bosta e a mesma coisa seu anta
895,yes,Ele vai  sentir o peru entrar
896,yes,o moro vai sentir o peru do aecio entrarkkkk
897,yes,Carlinha Antinha a servico dos petebas Ridicula
898,no,E muita denuncia e pouca acao
899,no,Muita denuncia e pouca acao 
900,no,Muitas denuncias muitas provas e pouca cadeia 
901,yes,Joao retardado presta atencao na gangue que esta tomando o Brasil de assalto 
902,no,Entao vamos perdoar o Ladrao so porque a outra turma tambem e nao seria melhor prender todos
903,no,Todos sabemos e que por causa da pesquisa de ontem no qual ele poderia ser presidente em 
904,no,Todos ou voce duvidava dessa medida tao rapida do MPF
905,no,calma tudo e questao de tempo lembra do Cunha
906,no,So com conviccao nao se prende ninguem 
907,yes,Tanto coxinhas quanto mortadelas SAO PAMONHAS
908,no,E verdade mas apesar de acha que essas pesquisas sao furadas
909,no,os politicos sao o reflexo do povo
910,no,Vai fazer a denuncia e pede para um juiz pegar o caso blz
911,yes,Todo mortadela e vitima de sua propria ignorancia
912,no,Curitiba esta mais esperta que voces pensam
913,yes,Concordo com o Carlos Isso aqui e lavagem cerebral pra asnos
914,no,E TEM QUE PRENDER LOGO ANTES QUE ELE FUJA PRA CUBA
915,yes,Vou festejar a prisao desse vermebarbudo mais que o Ano Novo
916,no,Eu voto em quem ele indicar
917,no,Kkkkk
918,yes,Olha ai um esquerdopata cmedor de alfafa me negativou  
919,no,Pesquisa comprada
920,no,E SERA MUITO BEM RECEBIDO PELO JUIZ SERGIO MORO
921,no,Prendam logo o chefe mor da corrupcao
922,no,Nunca Nao existe materialidade So conviccao 
923,yes,Bebeu creolina malucoVa estudar politica
924,no,Na verdade  mesmo ja passou da hora 
925,no,PARA ALGUNS ACEFALOSESTE CIDADAO SE TORNOU UM MITO  MAS A CADA DIA PERCEBEMOS QUE NAO PASSA DE UM RATO LADRAO  ME DIGAM O CONTRARIO 
926,no,A casa caiu
927,no,Cade as provas
928,no,JA VIROU NOVELA CHEGA CANSAMOS
929,no,Falta pulso
930,no,Que materia espetacular em Grs
931,no,Denunciado hoje de novo ok mas preso quando 
932,no,NUNCA  JAMAIS SERA 
933,no,O fato e que Nao ha um politico honesto no Brasil
934,no,Isso ai e a materia ou so o titulo Kd o resto
935,no,E O QUE ISSO QUER DIZER MESMO 
936,no,So denuncia mais prender que e bom nada
937,no,Nao entendi o que ta faltando pra ele ser preso
938,no,Quando ele sera preso 
939,yes,ESTA CHEGANDO SUA HORA BODE VELHO ASQUEROSO
940,no,Denuncia  denuncia  denuncia  cadeia quando  
941,no,Indiciam e denunciam mas nao prendem
942,no,o triplex caiu
943,no,Finalmente ele vai ser preso
944,no,E os tucanos  reis das delacoes 
945,no,Quem que era mesmo o Homem mais honesto do Brasil
946,no,Desordem e Regresso 
947,no,Srs JUIZES PREDEM LOGO ESTE BANDIDO 
948,no,Essa noticia e antiga
949,no,Vai ser preso antes do Natal
950,no,muito processo pouca gente em cana
951,yes,QueseFODAesseFDP e quem gosta e defende ele tbm
952,no,Uma enorme e bem recheada pizza
953,no,Denuncias nao enche barriga precisa fazer valer
954,no, indiciacoes em  semana ja pode pedir musica
955,no,estao tentando desviar o foco 
956,no,O Serra com  milhoes nada tambem
957,no,Nao vai dar em nada
958,yes,G CANALHAS E OS COMENTARIOSENFIA LA
959,no,Ententam uma coisa nao ha denuncia sem provas
960,yes,e um monte de bosta mesmo no minimo e do norte ou nordeste que trabalhar que e bom nao trabalha vive do bolsa familia por isso vai votar no luladrao
961,no,Cade as algemas
962,yes,Tremendo Gozador esse Daniel Alcantara  Mas se nao for gozacao lhe digo Daniel Deixa de Falar Bosta Daniel
963,yes,tu isso tu aquilo o gauchada boiola kkkk
964,yes,Guy Gay boiola e tu e teu pai
965,yes,Sabe o que e foro privilegiado seu bosta  Burro
966,yes,Vai dar de  pro lulao vai Mas leva viagra
967,no,Deixem o cara em paz
968,no,kkkkkk
969,no,Credo a Globo esta instigando a violencia
970,yes,O filhodaPhuta do Brasil 
971,no,Quando provar irao para a cadeia
972,yes,ai louca ta nervosinha
973,yes,Luis e mais um que o encantador de burros pegou
974,yes,Eduardo comedor de alfalfa rs
975,no,Isso porque voce coloca rotulos nas pessoas
976,yes,O encantador de burros pegou mais dois
977,no,kkk voces sao uns comedias
978,no,MPF a trabalho dos interesses tucanos e pmdbistas
979,no,Nao pode ser serio o que acabei de ler
980,no,tem que investigar quem te deu aula de portugues
981,no,Porque ele esteve no poder por  anos talvez
982,no,Brincadeira e vc acreditar realmente nisto
983,no,Qual deles cade as denuncias
984,yes,Boisonso voce esta errando no uso das virgulas
985,yes,BURRO ASNO TOPEIRA
986,yes,Mulher grossa estupida e ignorante 
987,yes,Por favor nao abram as porteiras para que os Jegues Asnos e Burros nao saiam
988,yes,Alem de burro e analfabeto
989,yes,Hahahahahaha jumento
990,yes,PRIMEIRO VAI APRENDER A ESCREVER IGNORANTE
991,yes,Vai la lamber as bolas dele
992,yes,Que tipo de idiota abestado e voce 
993,yes,Vai lavar panela sua vaca
994,yes,E vc e um idiotao
995,no,Idiotao E quem e o sabidao
996,yes,Isso NUNCA foi dito miseravel idiota
997,yes,Romulo come bosta
998,yes,Lizzie come bosta
999,yes,ALIENADA 
1000,yes,ALIENADOS 
1001,no,Acho que ta faltando provas
1002,yes,Esse juizeco do Moro e  um canalha
1003,yes,Tinha que ser baianoputz que povinho
1004,yes,KKKKK MAIOR LADRAO QUE MERECE A MORTE 
1005,yes,Bruno cria um cerebro e pensa
1006,yes,Sivil  Vai estudar seu ignorante
1007,yes,Silvio que grande asneira seu asno
1008,yes,Cala essa boca jumento
1009,no,E serio isso 
1010,yes,Pobre BURRO neque apoia a direita
1011,no,Peco mais respeito por favor Falei
1012,no,Entao peco um pouco mais de respeito Falei
1013,yes,ohhh doe um dos burros encantado pelo ladrao
1014,yes,  GABRIEL  VOCE  DEVE  SER  UM  GRANDE  COVARDE    SE  VOCE  PEIDAR  VOCE  SE  CAGA  TODO          
1015,yes,Esse asno ainda tem meu nome ta de sacanagem
1016,yes,kkkkkkkkkkkkk Que idiota
1017,yes,psicopata seu doido 
1018,yes,Sao paulinos gostam de mamar no cajado
1019,no,Mas ele nao e  do futebol paraguaio
1020,no,Tomara que esteja certo colega
1021,no,No fim vamos ficar com os que ja estao ai
1022,yes,flaM E R D AflaF E Z E SEXCREMengo
1023,yes,Vc  deve ser retardado  
1024,no,o cara e bom joga muito
1025,yes,Enfia no rab o da sua mae
1026,yes,nossa tudo o que eu vejo na pagina do fluminense sao mulambos sem nada pra fazer porque em vez de ficar falando bosta nas paginas de outros times vai fazer uma coisa produtiva
1027,no,Eu acho que voce esta na pagina errada
1028,yes,O unico argumento que esse bosta tenta ter e de freguesiaai eu falo que freguesia kkkkkkkkkk os constantes rebaixamentos deixaram esses torcedores do vasquinho debiloides kkkkkkkkkkkkkkk
1029,yes,Andre noiado ver se diminue o fumo Ta dificil
1030,yes,coloco vc otario ou su amae
1031,no,Que moral idiota quase nem voltaram Kkkkkkkk
1032,yes,SRN Sou a R A B U D A do Negao
1033,yes,Eu passei na tua mulher e deixei minha g o z a d a
1034,yes,Jkkkkkkkkkbosta de clubenao tem dinheiro pra contratar pra comprar camisa mas tem Estadiokkkkkkkkkvice eternopiada do Brasil Segunda eu volto
1035,yes,P I R A N H A
1036,no,Fundo do poco mesmo
1037,yes,treina num curral Voce viu o CT pronto doente
1038,no,Virou bagunca 
1039,no,Isso e comum com times pequenos
1040,yes,Inveja de uma bosta dessa que vai voltar pro lugar dele segundona
1041,no,isso e falta de dinheiro em um clube falido
1042,yes,Mais um jogo e o flaF E Z E S sem estadione g l o b o
1043,no,Da ate pena esse time so passa vergonha 
1044,no,Sempre uma varzea Time pequeno e assim mesmo
1045,yes,Cala boca o idiota 
1046,no,esse ai e matador
1047,no,Gostei das mudancas Novas estrategias
1048,yes,outro asno que nao sabe nada esse artur
1049,no,Esse MITO sabe tudo de futebol 
1050,no,ainda precisa de centroavante e lateral esquerdo
1051,no,Volante centroavante e lateral esquerdo
1052,no,Foi divulgado sim procura ai que tem
1053,yes,Esse time em que todos gostam de ceder a cauda
1054,yes,e vc e analfabeta
1055,no,Sera que agora ganha copa do Brasil 
1056,no,Que diferenca faz 
